id,ruta_fichero,informe
201119869914,E:/data/vid/20110717/10069914.avi,M30/+10/20110717172053650
200914169913,E:/data/vid/20090521/10069913.avi,A4/+50/20090521150748920
201035369912,E:/data/vid/20101219/10069912.avi,M40/-55/20101219214324710
201021669911,E:/data/vid/20100804/10069911.avi,A6/-60/20100804235942980
201022369910,E:/data/vid/20100811/10069910.avi,M50/+75/20100811224447610
200923069909,E:/data/vid/20090818/10069909.avi,M45/-29/20090818061018830
201023469908,E:/data/vid/20100822/10069908.avi,M30/-25/20100822054022090
200932369907,E:/data/vid/20091119/10069907.avi,A3/+17/20091119060145380
200927169906,E:/data/vid/20090928/10069906.avi,M40/+40/20090928011847010
200929969905,E:/data/vid/20091026/10069905.avi,M50/+75/20091026094511420
201005769904,E:/data/vid/20100226/10069904.avi,A6/-108/20100226084654560
201104769903,E:/data/vid/20110216/10069903.avi,M40/-43/20110216160545520
201130469902,E:/data/vid/20111031/10069902.avi,A6/+234/20111031132042570
201118069901,E:/data/vid/20110629/10069901.avi,A4/-188/20110629040826840
201026369900,E:/data/vid/20100920/10069900.avi,M50/+11/20100920163515350
201012269899,E:/data/vid/20100502/10069899.avi,A3/+123/20100502124333190
201036269898,E:/data/vid/20101228/10069898.avi,A4/-233/20101228213921450
201101869897,E:/data/vid/20110118/10069897.avi,M30/+32/20110118131921010
201019569896,E:/data/vid/20100714/10069896.avi,A2/-155/20100714104239400
201000769895,E:/data/vid/20100107/10069895.avi,A3/+49/20100107113310790
200915269894,E:/data/vid/20090601/10069894.avi,M45/+17/20090601085941400
201123669893,E:/data/vid/20110824/10069893.avi,A5/-137/20110824075402250
201036069892,E:/data/vid/20101226/10069892.avi,A6/-60/20101226073502100
201003069891,E:/data/vid/20100130/10069891.avi,A5/+95/20100130104622290
200918369890,E:/data/vid/20090702/10069890.avi,A1/+162/20090702183041100
201203269889,E:/data/vid/20120201/10069889.avi,A6/+234/20120201163020820
201109469888,E:/data/vid/20110404/10069888.avi,A5/-211/20110404182711300
200929169887,E:/data/vid/20091018/10069887.avi,M30/+11/20091018193152030
200817669886,E:/data/vid/20080624/10069886.avi,A3/-252/20080624035758000
200911869885,E:/data/vid/20090428/10069885.avi,A1/-268/20090428182259000
200819969884,E:/data/vid/20080717/10069884.avi,A4/-96/20080717172459000
201001869883,E:/data/vid/20100118/10069883.avi,M50/+11/20100118000257000
201719869882,E:/data/vid/20170717/10069882.avi,A3/+17/20170717032839000
200805869881,E:/data/vid/20080227/10069881.avi,M30/-12/20080227115220000
200825769880,E:/data/vid/20080913/10069880.avi,A5/+274/20080913142557000
200903569879,E:/data/vid/20090204/10069879.avi,A4/-223/20090204172732000
201716669878,E:/data/vid/20170615/10069878.avi,A5/+53/20170615142140000
201723469877,E:/data/vid/20170822/10069877.avi,A2/-230/20170822055359000
200831969876,E:/data/vid/20081114/10069876.avi,A6/-254/20081114132625000
200935669875,E:/data/vid/20091222/10069875.avi,A1/+217/20091222214738000
201000569874,E:/data/vid/20100105/10069874.avi,A2/-242/20100105083652000
201726469873,E:/data/vid/20170921/10069873.avi,A1/+122/20170921191511000
200912869872,E:/data/vid/20090508/10069872.avi,A5/-271/20090508072819000
200922569871,E:/data/vid/20090813/10069871.avi,A4/-96/20090813210910000
200928469870,E:/data/vid/20091011/10069870.avi,M45/+33/20091011053745000
200917269869,E:/data/vid/20090621/10069869.avi,A1/+76/20090621131249000
200901369868,E:/data/vid/20090113/10069868.avi,M30/+10/20090113060635000
200906469867,E:/data/vid/20090305/10069867.avi,A3/-92/20090305022000000
201324669866,E:/data/vid/20130903/10069866.avi,M30/+11/20130903022115000
201332569865,E:/data/vid/20131121/10069865.avi,M30/-24/20131121212227000
201403769864,E:/data/vid/20140206/10069864.avi,A6/-244/20140206135706000
201228969863,E:/data/vid/20121015/10069863.avi,A1/+162/20121015113612000
201204969862,E:/data/vid/20120218/10069862.avi,A6/+38/20120218234211000
201326269861,E:/data/vid/20130919/10069861.avi,M40/-60/20130919211728000
201304869860,E:/data/vid/20130217/10069860.avi,M50/+66/20130217095735000
201127969859,E:/data/vid/20111006/10069859.avi,A3/-10/20111006222233000
201220969858,E:/data/vid/20120727/10069858.avi,M40/+33/20120727004432000
201333669857,E:/data/vid/20131202/10069857.avi,A4/+91/20131202135542000
201129369856,E:/data/vid/20111020/10069856.avi,M45/+22/20111020222114000
201213369855,E:/data/vid/20120512/10069855.avi,M40/+44/20120512083351000
201332569854,E:/data/vid/20131121/10069854.avi,A2/-147/20131121025128000
201326369853,E:/data/vid/20130920/10069853.avi,A2/+10/20130920135455000
201233969852,E:/data/vid/20121204/10069852.avi,A2/+184/20121204041402000
201227069851,E:/data/vid/20120926/10069851.avi,M40/+16/20120926203738000
201217269850,E:/data/vid/20120620/10069850.avi,A2/+115/20120620115521000
201210069849,E:/data/vid/20120409/10069849.avi,A5/+274/20120409212407000
201121269848,E:/data/vid/20110731/10069848.avi,A1/-268/20110731190328000
201121269847,E:/data/vid/20110731/10069847.avi,A1/-268/20110731190336000
201328569846,E:/data/vid/20131012/10069846.avi,A1/+242/20131012234209000
201302369845,E:/data/vid/20130123/10069845.avi,M50/+75/20130123005632000
201227769844,E:/data/vid/20121003/10069844.avi,A2/+157/20121003130352000
201300769843,E:/data/vid/20130107/10069843.avi,M40/-15/20130107184535000
201224469842,E:/data/vid/20120831/10069842.avi,A3/+49/20120831093021000
201231269841,E:/data/vid/20121107/10069841.avi,A3/-92/20121107042012000
201116769840,E:/data/vid/20110616/10069840.avi,A2/+48/20110616035404000
201307469839,E:/data/vid/20130315/10069839.avi,M50/-85/20130315034255000
201305669838,E:/data/vid/20130225/10069838.avi,A3/-251/20130225184419000
201328769837,E:/data/vid/20131014/10069837.avi,A3/+17/20131014033757000
201126969836,E:/data/vid/20110926/10069836.avi,A2/-296/20110926042708000
201315069835,E:/data/vid/20130530/10069835.avi,M40/+40/20130530014626000
201331269834,E:/data/vid/20131108/10069834.avi,A2/+58/20131108055848000
201318269833,E:/data/vid/20130701/10069833.avi,A1/+154/20130701024146000
200928869832,E:/data/vid/20091015/10069832.avi,M30/-32/20091015120858830
201010669831,E:/data/vid/20100416/10069831.avi,M40/+42/20100416203942380
201130069830,E:/data/vid/20111027/10069830.avi,M30/-25/20111027171918180
201126669829,E:/data/vid/20110923/10069829.avi,A3/-251/20110923003216820
201013969828,E:/data/vid/20100519/10069828.avi,A5/-211/20100519124743830
200914369827,E:/data/vid/20090523/10069827.avi,A6/+234/20090523024617230
201107369826,E:/data/vid/20110314/10069826.avi,A2/+48/20110314204024450
201117969825,E:/data/vid/20110628/10069825.avi,M45/-29/20110628074814560
200930569824,E:/data/vid/20091101/10069824.avi,M45/+31/20091101020958420
201105269823,E:/data/vid/20110221/10069823.avi,M50/+11/20110221183707540
201113869822,E:/data/vid/20110518/10069822.avi,A4/+50/20110518131612830
201024769821,E:/data/vid/20100904/10069821.avi,A5/+70/20100904184937020
201201169820,E:/data/vid/20120111/10069820.avi,A4/+260/20120111110647440
201013569819,E:/data/vid/20100515/10069819.avi,A1/-271/20100515151012660
201124969818,E:/data/vid/20110906/10069818.avi,A3/+17/20110906140123060
201201569817,E:/data/vid/20120115/10069817.avi,M50/+75/20120115155129640
201016469816,E:/data/vid/20100613/10069816.avi,A2/-242/20100613121026950
201110069815,E:/data/vid/20110410/10069815.avi,A5/-211/20110410223153310
200928069814,E:/data/vid/20091007/10069814.avi,M50/-85/20091007183526780
200921569813,E:/data/vid/20090803/10069813.avi,A6/+234/20090803221002540
201134769812,E:/data/vid/20111213/10069812.avi,A5/-271/20111213034317420
201006869811,E:/data/vid/20100309/10069811.avi,A2/+275/20100309153622220
201111469810,E:/data/vid/20110424/10069810.avi,A1/+217/20110424213522880
201030669809,E:/data/vid/20101102/10069809.avi,A2/+10/20101102115410850
201200569808,E:/data/vid/20120105/10069808.avi,M45/-28/20120105123215370
201122269807,E:/data/vid/20110810/10069807.avi,A6/+234/20110810131652860
200919169806,E:/data/vid/20090710/10069806.avi,A1/-271/20090710083529520
201125269805,E:/data/vid/20110909/10069805.avi,A2/-155/20110909124316640
201330869804,E:/data/vid/20131104/10069804.avi,A4/-233/20131104001202000
201316369803,E:/data/vid/20130612/10069803.avi,A5/-137/20130612193445000
201320469802,E:/data/vid/20130723/10069802.avi,A5/+53/20130723051055000
201202369801,E:/data/vid/20120123/10069801.avi,M40/-60/20120123103020000
201219069800,E:/data/vid/20120708/10069800.avi,A2/-168/20120708135833000
201225669799,E:/data/vid/20120912/10069799.avi,M45/-26/20120912100915000
201313269798,E:/data/vid/20130512/10069798.avi,A3/+241/20130512192619000
201113969797,E:/data/vid/20110519/10069797.avi,M45/-29/20110519083744000
201305869796,E:/data/vid/20130227/10069796.avi,A3/+17/20130227181841000
201331769795,E:/data/vid/20131113/10069795.avi,M50/-50/20131113041210000
201315969794,E:/data/vid/20130608/10069794.avi,A4/-233/20130608014340000
201329069793,E:/data/vid/20131017/10069793.avi,A5/+274/20131017160207000
201302769792,E:/data/vid/20130127/10069792.avi,A5/-211/20130127131124000
201301969791,E:/data/vid/20130119/10069791.avi,A2/-155/20130119211407000
201201069790,E:/data/vid/20120110/10069790.avi,M40/-49/20120110065441000
201315469789,E:/data/vid/20130603/10069789.avi,A1/+218/20130603065454000
201209069788,E:/data/vid/20120330/10069788.avi,M30/+10/20120330022505000
201309869787,E:/data/vid/20130408/10069787.avi,A6/-108/20130408094318000
201123769786,E:/data/vid/20110825/10069786.avi,M30/-28/20110825181125000
201123769785,E:/data/vid/20110825/10069785.avi,M30/-24/20110825184548000
201327669784,E:/data/vid/20131003/10069784.avi,A4/-96/20131003183657000
201332769783,E:/data/vid/20131123/10069783.avi,A6/+234/20131123124317000
201127669782,E:/data/vid/20111003/10069782.avi,A5/-271/20111003101251000
201331569781,E:/data/vid/20131111/10069781.avi,A1/+96/20131111064550000
201312269780,E:/data/vid/20130502/10069780.avi,M45/-28/20130502062150000
201205269779,E:/data/vid/20120221/10069779.avi,M40/+33/20120221163342000
201217669778,E:/data/vid/20120624/10069778.avi,M30/+32/20120624094110000
201301869777,E:/data/vid/20130118/10069777.avi,A3/+155/20130118074436000
201235269776,E:/data/vid/20121217/10069776.avi,A3/+155/20121217092838000
201322669775,E:/data/vid/20130814/10069775.avi,A3/+123/20130814053501000
201229469774,E:/data/vid/20121020/10069774.avi,A1/+122/20121020151818000
201126769773,E:/data/vid/20110924/10069773.avi,A6/+234/20110924211601000
201204269772,E:/data/vid/20120211/10069772.avi,A1/+138/20120211213539000
201329569771,E:/data/vid/20131022/10069771.avi,M50/+75/20131022081439000
201233469770,E:/data/vid/20121129/10069770.avi,A6/+237/20121129054705000
201126469769,E:/data/vid/20110921/10069769.avi,A1/-298/20110921123541000
201208369768,E:/data/vid/20120323/10069768.avi,A3/-94/20120323093403000
201225669767,E:/data/vid/20120912/10069767.avi,M50/-32/20120912024141000
201213269766,E:/data/vid/20120511/10069766.avi,A4/-277/20120511111806000
201331269765,E:/data/vid/20131108/10069765.avi,A6/+234/20131108151738000
201231969764,E:/data/vid/20121114/10069764.avi,M50/+15/20121114162643000
201113969763,E:/data/vid/20110519/10069763.avi,M45/-10/20110519051420000
201336069762,E:/data/vid/20131226/10069762.avi,M40/+42/20131226004450000
201228169761,E:/data/vid/20121007/10069761.avi,A2/+115/20121007022101000
201204369760,E:/data/vid/20120212/10069760.avi,A4/-285/20120212104407000
201312469759,E:/data/vid/20130504/10069759.avi,M30/-32/20130504111336000
201123569758,E:/data/vid/20110823/10069758.avi,A6/-254/20110823115535000
201127969757,E:/data/vid/20111006/10069757.avi,M30/-30/20111006144530000
201127969756,E:/data/vid/20111006/10069756.avi,M30/-28/20111006150343000
201327569755,E:/data/vid/20131002/10069755.avi,M50/+15/20131002025154000
201124369754,E:/data/vid/20110831/10069754.avi,A3/+241/20110831130357000
201125169753,E:/data/vid/20110908/10069753.avi,A6/+38/20110908093509000
201125169752,E:/data/vid/20110908/10069752.avi,A6/+237/20110908114053000
201300869751,E:/data/vid/20130108/10069751.avi,A5/+53/20130108231236000
201335269750,E:/data/vid/20131218/10069750.avi,A3/+241/20131218134332000
201128269749,E:/data/vid/20111009/10069749.avi,A4/+260/20111009211306000
201331269748,E:/data/vid/20131108/10069748.avi,A3/+49/20131108065555000
201333669747,E:/data/vid/20131202/10069747.avi,A1/+242/20131202185137000
201134369746,E:/data/vid/20111209/10069746.avi,A3/+155/20111209012017000
201209369745,E:/data/vid/20120402/10069745.avi,M40/-60/20120402193204000
201134869744,E:/data/vid/20111214/10069744.avi,A2/-168/20111214163402000
200924169743,E:/data/vid/20090829/10069743.avi,A5/+236/20090829075146590
201033169742,E:/data/vid/20101127/10069742.avi,A2/+10/20101127190005820
201115569741,E:/data/vid/20110604/10069741.avi,A4/+54/20110604133704990
200916569740,E:/data/vid/20090614/10069740.avi,A4/-270/20090614102749430
201121569739,E:/data/vid/20110803/10069739.avi,A6/+38/20110803161115100
200929869738,E:/data/vid/20091025/10069738.avi,A6/-198/20091025170327190
201132569737,E:/data/vid/20111121/10069737.avi,A6/-254/20111121004745720
201030169736,E:/data/vid/20101028/10069736.avi,A1/-298/20101028222718320
200913769735,E:/data/vid/20090517/10069735.avi,A3/+155/20090517011346350
201107869734,E:/data/vid/20110319/10069734.avi,M30/-25/20110319042901360
201035369733,E:/data/vid/20101219/10069733.avi,A1/-298/20101219114516170
201008569732,E:/data/vid/20100326/10069732.avi,A6/+234/20100326163142760
201127669731,E:/data/vid/20111003/10069731.avi,A5/+249/20111003233211730
201014869730,E:/data/vid/20100528/10069730.avi,M30/+14/20100528030005050
201117369729,E:/data/vid/20110622/10069729.avi,M50/+49/20110622072943700
200918269728,E:/data/vid/20090701/10069728.avi,A1/+217/20090701031523000
200928969727,E:/data/vid/20091016/10069727.avi,A2/+10/20091016022329680
201004569726,E:/data/vid/20100214/10069726.avi,M30/+14/20100214020551020
201011769725,E:/data/vid/20100427/10069725.avi,A4/-96/20100427155740680
201122669724,E:/data/vid/20110814/10069724.avi,M45/-26/20110814182745900
201101369723,E:/data/vid/20110113/10069723.avi,A4/+260/20110113193429660
201201269722,E:/data/vid/20120112/10069722.avi,A2/+45/20120112211720490
201126069721,E:/data/vid/20110917/10069721.avi,A3/-127/20110917133150390
201019769720,E:/data/vid/20100716/10069720.avi,A5/+53/20100716130626870
201309669719,E:/data/vid/20130406/10069719.avi,M50/+66/20130406170335000
201320369718,E:/data/vid/20130722/10069718.avi,A5/-100/20130722072022000
201303769717,E:/data/vid/20130206/10069717.avi,A2/-155/20130206181658000
201333269716,E:/data/vid/20131128/10069716.avi,M40/-60/20131128021709000
201223769715,E:/data/vid/20120824/10069715.avi,A5/+274/20120824201523000
201304369714,E:/data/vid/20130212/10069714.avi,M30/+10/20130212123801000
201121069713,E:/data/vid/20110729/10069713.avi,A1/-271/20110729072039000
201209769712,E:/data/vid/20120406/10069712.avi,A2/+184/20120406121921000
201213169711,E:/data/vid/20120510/10069711.avi,M30/+10/20120510150520000
201114569710,E:/data/vid/20110525/10069710.avi,M30/-26/20110525085338000
201310869709,E:/data/vid/20130418/10069709.avi,A5/+72/20130418220928000
201234369708,E:/data/vid/20121208/10069708.avi,M50/-32/20121208035355000
201311369707,E:/data/vid/20130423/10069707.avi,M40/+28/20130423005112000
201200769706,E:/data/vid/20120107/10069706.avi,A5/-271/20120107014639000
201313369705,E:/data/vid/20130513/10069705.avi,A2/+157/20130513215557000
201326069704,E:/data/vid/20130917/10069704.avi,A5/+53/20130917042310000
201307069703,E:/data/vid/20130311/10069703.avi,M50/-34/20130311160219000
201311469702,E:/data/vid/20130424/10069702.avi,A5/+72/20130424040302000
201310969701,E:/data/vid/20130419/10069701.avi,A5/-54/20130419194706000
201313069700,E:/data/vid/20130510/10069700.avi,A2/+10/20130510084534000
201119669699,E:/data/vid/20110715/10069699.avi,A1/-268/20110715195428000
201231369698,E:/data/vid/20121108/10069698.avi,M30/-12/20121108060255000
201229069697,E:/data/vid/20121016/10069697.avi,M50/+66/20121016052931000
201212269696,E:/data/vid/20120501/10069696.avi,A2/+75/20120501074458000
201212269695,E:/data/vid/20120501/10069695.avi,A2/+261/20120501094007000
201123469694,E:/data/vid/20110822/10069694.avi,A2/-147/20110822191623000
201217069693,E:/data/vid/20120618/10069693.avi,M45/-26/20120618133142000
201227069692,E:/data/vid/20120926/10069692.avi,A2/-242/20120926013309000
201200269691,E:/data/vid/20120102/10069691.avi,M50/+75/20120102180851000
201132569690,E:/data/vid/20111121/10069690.avi,A3/+17/20111121060145000
201215169689,E:/data/vid/20120530/10069689.avi,A4/+199/20120530003750000
201401169688,E:/data/vid/20140111/10069688.avi,M50/+11/20140111121933000
201236369687,E:/data/vid/20121228/10069687.avi,A5/+72/20121228233302000
201201969686,E:/data/vid/20120119/10069686.avi,A4/-285/20120119152046000
201128269685,E:/data/vid/20111009/10069685.avi,A6/+38/20111009161830000
201207569684,E:/data/vid/20120315/10069684.avi,M45/+22/20120315102911000
201123069683,E:/data/vid/20110818/10069683.avi,A1/+131/20110818065840000
201221469682,E:/data/vid/20120801/10069682.avi,A6/-213/20120801113726000
201323969681,E:/data/vid/20130827/10069681.avi,A3/+17/20130827195532000
201206569680,E:/data/vid/20120305/10069680.avi,M40/-55/20120305180544000
201221869679,E:/data/vid/20120805/10069679.avi,A1/+138/20120805052723000
201215069678,E:/data/vid/20120529/10069678.avi,M45/+37/20120529064125000
201213569677,E:/data/vid/20120514/10069677.avi,M50/+49/20120514072429000
201324669676,E:/data/vid/20130903/10069676.avi,M50/-61/20130903043753000
201123069675,E:/data/vid/20110818/10069675.avi,M30/+10/20110818105138000
201213569674,E:/data/vid/20120514/10069674.avi,A3/+123/20120514100308000
201336469673,E:/data/vid/20131230/10069673.avi,M30/-24/20131230215014000
201301569672,E:/data/vid/20130115/10069672.avi,M30/-28/20130115124522000
201309569671,E:/data/vid/20130405/10069671.avi,A2/+184/20130405191752000
201224869670,E:/data/vid/20120904/10069670.avi,A4/-233/20120904005754000
201135069669,E:/data/vid/20111216/10069669.avi,A1/-298/20111216082857000
201326969668,E:/data/vid/20130926/10069668.avi,M50/-50/20130926033259000
201209569667,E:/data/vid/20120404/10069667.avi,A4/+260/20120404044601000
201222569666,E:/data/vid/20120812/10069666.avi,A3/-244/20120812173305000
201210669665,E:/data/vid/20120415/10069665.avi,M30/+14/20120415153419000
201333169664,E:/data/vid/20131127/10069664.avi,M30/-12/20131127012146000
201214769663,E:/data/vid/20120526/10069663.avi,M30/+32/20120526171808000
200932069662,E:/data/vid/20091116/10069662.avi,M50/-16/20091116182419390
201136369661,E:/data/vid/20111229/10069661.avi,M50/+75/20111229233030300
201128869660,E:/data/vid/20111015/10069660.avi,A1/+154/20111015195932580
201020769659,E:/data/vid/20100726/10069659.avi,M40/+33/20100726004440370
201022169658,E:/data/vid/20100809/10069658.avi,M45/+17/20100809164040960
201133069657,E:/data/vid/20111126/10069657.avi,A6/-244/20111126212121340
201110069656,E:/data/vid/20110410/10069656.avi,A2/+48/20110410023315330
200927269655,E:/data/vid/20090929/10069655.avi,M45/+28/20090929053541900
201100169654,E:/data/vid/20110101/10069654.avi,M40/-49/20110101155019800
200923469653,E:/data/vid/20090822/10069653.avi,A3/+204/20090822201033170
201022269652,E:/data/vid/20100810/10069652.avi,A2/+13/20100810184620260
200930869651,E:/data/vid/20091104/10069651.avi,A4/-285/20091104075343100
201113469650,E:/data/vid/20110514/10069650.avi,A4/-233/20110514100151850
201133469649,E:/data/vid/20111130/10069649.avi,A5/-211/20111130114748020
201128369648,E:/data/vid/20111010/10069648.avi,M30/+11/20111010150141290
201032569647,E:/data/vid/20101121/10069647.avi,A4/-223/20101121103819930
201130769646,E:/data/vid/20111103/10069646.avi,M30/+10/20111103133802130
201004469645,E:/data/vid/20100213/10069645.avi,M40/+16/20100213114438290
200928169644,E:/data/vid/20091008/10069644.avi,A3/+17/20091008175822240
201007969643,E:/data/vid/20100320/10069643.avi,M50/+15/20100320210337950
201130469642,E:/data/vid/20111031/10069642.avi,M50/+11/20111031203627080
201116169641,E:/data/vid/20110610/10069641.avi,A2/+275/20110610050319670
200922269640,E:/data/vid/20090810/10069640.avi,A4/+50/20090810060946330
201120669639,E:/data/vid/20110725/10069639.avi,A6/-266/20110725223321010
200934669638,E:/data/vid/20091212/10069638.avi,M45/+26/20091212141140590
201111169637,E:/data/vid/20110421/10069637.avi,A2/+10/20110421182127560
201118969636,E:/data/vid/20110708/10069636.avi,A4/+54/20110708135102260
201206169635,E:/data/vid/20120301/10069635.avi,M50/+11/20120301213410000
201205469634,E:/data/vid/20120223/10069634.avi,A2/+45/20120223202034000
201236369633,E:/data/vid/20121228/10069633.avi,A6/-254/20121228020745000
201214969632,E:/data/vid/20120528/10069632.avi,A4/+54/20120528032627000
201315969631,E:/data/vid/20130608/10069631.avi,A6/+38/20130608182322000
201212569630,E:/data/vid/20120504/10069630.avi,M30/+11/20120504041141000
201330569629,E:/data/vid/20131101/10069629.avi,A3/-244/20131101015723000
201301469628,E:/data/vid/20130114/10069628.avi,M30/-30/20130114212601000
201133669627,E:/data/vid/20111202/10069627.avi,A1/+154/20111202101039000
201208269626,E:/data/vid/20120322/10069626.avi,M30/+11/20120322024501000
201214069625,E:/data/vid/20120519/10069625.avi,A6/-266/20120519203723000
201201069624,E:/data/vid/20120110/10069624.avi,M30/+11/20120110061719000
201117369623,E:/data/vid/20110622/10069623.avi,M30/+11/20110622001032000
